광고ID,매체ID,누적 전환 수,도메인,광고 종료일,목표 전환 수,달성률
2595.0,54.0,33.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,246.0,3.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,270.0,18.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,290.0,0.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,337.0,19.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,389.0,1.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,482.0,0.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,583.0,100.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,630.0,1.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,761.0,9.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,790.0,26.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
2595.0,817.0,1.0,생활서비스,2030-12-27 00:00:00,제한없음,제한없음
6667.0,22.0,373.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,28.0,6.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,30.0,6.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,54.0,1085.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,87.0,3.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,212.0,8.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,213.0,15934.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,246.0,43.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,270.0,259.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,281.0,25.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,291.0,2.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,337.0,118.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,370.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,371.0,557.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,389.0,8.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,398.0,142.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,401.0,110.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,409.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,411.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,413.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,422.0,3.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,431.0,3.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,442.0,176.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,453.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,456.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,462.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,482.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,485.0,66.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,492.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,496.0,1997.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,508.0,7.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,514.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,515.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,516.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,517.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,518.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,524.0,41.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,525.0,6.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,527.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,528.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,530.0,42.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,532.0,31.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,533.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,534.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,544.0,2.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,545.0,133.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,547.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,550.0,11.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,554.0,12.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,564.0,387.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,566.0,10.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,568.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,573.0,5.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,576.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,577.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,578.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,579.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,582.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,583.0,48.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,590.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,593.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,599.0,4.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,600.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,602.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,603.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,605.0,11.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,607.0,11.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,621.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,628.0,32.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,630.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,634.0,7.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,636.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,637.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,638.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,639.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,640.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,645.0,23.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,646.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,653.0,5.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,674.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,675.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,676.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,677.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,678.0,7.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,682.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,683.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,684.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,685.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,686.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,687.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,688.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,700.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,701.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,702.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,703.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,711.0,285.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,718.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,725.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,739.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,740.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,756.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,757.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,758.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,759.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,760.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,761.0,124.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,767.0,7.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,770.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,772.0,9.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,774.0,18.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,778.0,14.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,782.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,790.0,27.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,791.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,792.0,10.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,796.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,797.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,798.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,799.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,801.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,802.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,804.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,805.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,806.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,807.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,808.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,817.0,7.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,818.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,824.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,825.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,845.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,850.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,851.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,854.0,10.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,969.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,990.0,25.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,994.0,54.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,997.0,97.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,999.0,2.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1000.0,27.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1005.0,96.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1010.0,13.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1012.0,29.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1013.0,37.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1014.0,6.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1015.0,24.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1016.0,4.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1018.0,295.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1019.0,88.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1020.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1021.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1022.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1024.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1025.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1026.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1027.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1029.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1030.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1031.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1032.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1034.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1037.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1043.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
6667.0,1044.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
7377.0,22.0,633.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,30.0,11.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,54.0,144.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,87.0,4451.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,212.0,1.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,213.0,23570.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,246.0,3.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,270.0,58.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,294.0,227.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,337.0,18.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,371.0,2.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,401.0,1465.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,496.0,68.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,583.0,39.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,761.0,98.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,766.0,2.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,768.0,1.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,788.0,1.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,790.0,3.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,817.0,2.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,847.0,1.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7377.0,969.0,1.0,유틸리티/툴,2026-04-01 00:00:00,제한없음,제한없음
7780.0,22.0,257.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,28.0,2.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,87.0,12597.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,213.0,1383.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,270.0,91.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,281.0,2.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,314.0,33.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,337.0,40.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,375.0,1.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,381.0,12.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,389.0,3.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,401.0,707.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,462.0,3.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,482.0,3.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,578.0,87.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,579.0,38.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,583.0,5.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,621.0,43.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,636.0,5.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,637.0,50.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,638.0,62.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,639.0,32.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,640.0,8.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,674.0,37.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,675.0,160.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,682.0,24.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,683.0,25.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,687.0,59.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,688.0,26.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,700.0,48.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,701.0,60.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,702.0,11.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,703.0,9.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,761.0,160.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,766.0,2.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,768.0,2.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,770.0,1.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,771.0,1.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,772.0,2.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,778.0,1.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,788.0,1.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,790.0,3.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,807.0,0.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,808.0,0.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,817.0,2.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,824.0,34.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,845.0,0.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
7780.0,854.0,0.0,유틸리티/툴,2034-01-01 00:00:00,제한없음,제한없음
9716.0,22.0,0.0,생활서비스,2029-11-29 00:00:00,제한없음,제한없음
9716.0,30.0,0.0,생활서비스,2029-11-29 00:00:00,제한없음,제한없음
9716.0,270.0,3.0,생활서비스,2029-11-29 00:00:00,제한없음,제한없음
9716.0,583.0,2.0,생활서비스,2029-11-29 00:00:00,제한없음,제한없음
9716.0,761.0,0.0,생활서비스,2029-11-29 00:00:00,제한없음,제한없음
9716.0,790.0,0.0,생활서비스,2029-11-29 00:00:00,제한없음,제한없음
9717.0,22.0,0.0,SNS/커뮤니케이션,2028-04-01 00:00:00,제한없음,제한없음
9717.0,213.0,0.0,SNS/커뮤니케이션,2028-04-01 00:00:00,제한없음,제한없음
9717.0,496.0,3.0,SNS/커뮤니케이션,2028-04-01 00:00:00,제한없음,제한없음
9717.0,761.0,2.0,SNS/커뮤니케이션,2028-04-01 00:00:00,제한없음,제한없음
9982.0,30.0,3.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,54.0,23.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,213.0,3.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,246.0,18.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,270.0,295.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,281.0,46.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,314.0,69.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,337.0,8.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,371.0,146.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,381.0,63.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,389.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,401.0,74.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,413.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,491.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,578.0,269.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,579.0,134.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,621.0,86.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,636.0,29.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,637.0,64.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,638.0,55.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,639.0,49.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,640.0,19.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,646.0,2.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,674.0,58.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,675.0,411.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,682.0,132.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,683.0,67.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,687.0,134.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,688.0,102.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,700.0,87.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,701.0,211.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,702.0,42.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,703.0,21.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,711.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,761.0,161.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,766.0,2.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,768.0,3.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,770.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,771.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,778.0,2.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,785.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,791.0,1.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,792.0,15.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,806.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,807.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,808.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,817.0,3.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,818.0,2.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,824.0,4635.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,825.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,845.0,3411.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,846.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,847.0,0.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
9982.0,850.0,1905.0,유틸리티/툴,2030-01-01 00:00:00,제한없음,제한없음
